character,ARCHER,DEGRA,HOSHI,MALIK,PHLOX,REED,SHRAN,SOONG,SOVAL,TRAVIS,TUCKER,T_POL,total_lines,ep,season,title
ARCHER,6,0,54,0,31,28,0,0,7,11,64,107,220,0,1,Broken Bow (parts 1 & 2)
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Broken Bow (parts 1 & 2)
HOSHI,54,0,2,0,1,12,0,0,0,3,3,13,61,0,1,Broken Bow (parts 1 & 2)
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Broken Bow (parts 1 & 2)
PHLOX,31,0,1,0,0,0,0,0,0,0,6,2,23,0,1,Broken Bow (parts 1 & 2)
REED,28,0,12,0,0,2,0,0,0,32,5,13,52,0,1,Broken Bow (parts 1 & 2)
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Broken Bow (parts 1 & 2)
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Broken Bow (parts 1 & 2)
SOVAL,7,0,0,0,0,0,0,0,0,0,0,0,10,0,1,Broken Bow (parts 1 & 2)
TRAVIS,11,0,3,0,0,32,0,0,0,0,26,13,48,0,1,Broken Bow (parts 1 & 2)
TUCKER,64,0,3,0,6,5,0,0,0,26,0,54,99,0,1,Broken Bow (parts 1 & 2)
T_POL,107,0,13,0,2,13,0,0,0,13,54,2,114,0,1,Broken Bow (parts 1 & 2)
ARCHER,14,0,70,0,14,46,0,0,0,23,25,64,144,1,1,Fight or Flight
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fight or Flight
HOSHI,70,0,0,0,16,12,0,0,0,1,20,5,68,1,1,Fight or Flight
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fight or Flight
PHLOX,14,0,16,0,2,0,0,0,0,1,12,1,26,1,1,Fight or Flight
REED,46,0,12,0,0,4,0,0,0,19,2,7,49,1,1,Fight or Flight
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fight or Flight
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fight or Flight
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fight or Flight
TRAVIS,23,0,1,0,1,19,0,0,0,2,0,6,29,1,1,Fight or Flight
TUCKER,25,0,20,0,12,2,0,0,0,0,0,10,38,1,1,Fight or Flight
T_POL,64,0,5,0,1,7,0,0,0,6,10,2,54,1,1,Fight or Flight
ARCHER,8,0,8,0,19,19,0,0,0,3,40,35,105,2,1,Strange New World
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Strange New World
HOSHI,8,0,2,0,0,0,0,0,0,1,1,2,9,2,1,Strange New World
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Strange New World
PHLOX,19,0,0,0,2,4,0,0,0,0,0,0,14,2,1,Strange New World
REED,19,0,0,0,4,4,0,0,0,0,0,0,17,2,1,Strange New World
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Strange New World
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Strange New World
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Strange New World
TRAVIS,3,0,1,0,0,0,0,0,0,0,43,14,41,2,1,Strange New World
TUCKER,40,0,1,0,0,0,0,0,0,43,22,65,118,2,1,Strange New World
T_POL,35,0,2,0,0,0,0,0,0,14,65,2,78,2,1,Strange New World
ARCHER,8,0,4,0,7,12,0,0,0,6,55,17,75,3,1,Unexpected
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Unexpected
HOSHI,4,0,0,0,0,1,0,0,0,0,2,1,4,3,1,Unexpected
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Unexpected
PHLOX,7,0,0,0,2,0,0,0,0,0,28,12,26,3,1,Unexpected
REED,12,0,1,0,0,0,0,0,0,2,22,6,26,3,1,Unexpected
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Unexpected
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Unexpected
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Unexpected
TRAVIS,6,0,0,0,0,2,0,0,0,0,9,2,12,3,1,Unexpected
TUCKER,55,0,2,0,28,22,0,0,0,9,12,27,130,3,1,Unexpected
T_POL,17,0,1,0,12,6,0,0,0,2,27,2,38,3,1,Unexpected
ARCHER,28,0,4,0,27,13,0,0,0,20,19,44,121,4,1,Terra Nova
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Terra Nova
HOSHI,4,0,0,0,1,0,0,0,0,2,3,1,6,4,1,Terra Nova
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Terra Nova
PHLOX,27,0,1,0,4,2,0,0,0,0,0,2,25,4,1,Terra Nova
REED,13,0,0,0,2,2,0,0,0,0,0,1,16,4,1,Terra Nova
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Terra Nova
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Terra Nova
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Terra Nova
TRAVIS,20,0,2,0,0,0,0,0,0,0,5,6,23,4,1,Terra Nova
TUCKER,19,0,3,0,0,0,0,0,0,5,0,11,24,4,1,Terra Nova
T_POL,44,0,1,0,2,1,0,0,0,6,11,0,40,4,1,Terra Nova
ARCHER,10,0,0,0,0,5,28,0,0,3,19,53,81,5,1,The Andorian Incident
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Andorian Incident
HOSHI,0,0,0,0,0,15,0,0,0,0,0,0,9,5,1,The Andorian Incident
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Andorian Incident
PHLOX,0,0,0,0,2,0,0,0,0,0,0,12,8,5,1,The Andorian Incident
REED,5,0,15,0,0,0,4,0,0,7,8,1,33,5,1,The Andorian Incident
SHRAN,28,0,0,0,0,4,2,0,0,1,2,2,33,5,1,The Andorian Incident
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Andorian Incident
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,The Andorian Incident
TRAVIS,3,0,0,0,0,7,1,0,0,0,0,3,8,5,1,The Andorian Incident
TUCKER,19,0,0,0,0,8,2,0,0,0,0,13,42,5,1,The Andorian Incident
T_POL,53,0,0,0,12,1,2,0,0,3,13,2,49,5,1,The Andorian Incident
ARCHER,12,0,7,0,2,27,0,0,0,4,41,39,93,6,1,Breaking The Ice
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Breaking The Ice
HOSHI,7,0,0,0,0,1,0,0,0,1,11,1,13,6,1,Breaking The Ice
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Breaking The Ice
PHLOX,2,0,0,0,0,0,0,0,0,0,0,7,5,6,1,Breaking The Ice
REED,27,0,1,0,0,4,0,0,0,33,1,0,40,6,1,Breaking The Ice
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Breaking The Ice
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Breaking The Ice
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,Breaking The Ice
TRAVIS,4,0,1,0,0,33,0,0,0,0,0,1,22,6,1,Breaking The Ice
TUCKER,41,0,11,0,0,1,0,0,0,0,12,79,81,6,1,Breaking The Ice
T_POL,39,0,1,0,7,0,0,0,0,1,79,0,66,6,1,Breaking The Ice
ARCHER,22,0,12,0,3,5,0,0,0,0,22,36,115,7,1,Civilization
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Civilization
HOSHI,12,0,0,0,3,2,0,0,0,2,5,5,16,7,1,Civilization
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Civilization
PHLOX,3,0,3,0,2,0,0,0,0,0,0,8,9,7,1,Civilization
REED,5,0,2,0,0,0,0,0,0,2,4,6,12,7,1,Civilization
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Civilization
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Civilization
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Civilization
TRAVIS,0,0,2,0,0,2,0,0,0,0,0,5,6,7,1,Civilization
TUCKER,22,0,5,0,0,4,0,0,0,0,4,16,35,7,1,Civilization
T_POL,36,0,5,0,8,6,0,0,0,5,16,2,49,7,1,Civilization
ARCHER,4,0,5,0,2,8,0,0,0,29,10,20,78,8,1,Fortunate Son
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Fortunate Son
HOSHI,5,0,0,0,0,0,0,0,0,1,3,1,5,8,1,Fortunate Son
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Fortunate Son
PHLOX,2,0,0,0,0,3,0,0,0,1,0,0,5,8,1,Fortunate Son
REED,8,0,0,0,3,0,0,0,0,6,0,2,14,8,1,Fortunate Son
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Fortunate Son
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Fortunate Son
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Fortunate Son
TRAVIS,29,0,1,0,1,6,0,0,0,0,9,5,65,8,1,Fortunate Son
TUCKER,10,0,3,0,0,0,0,0,0,9,0,0,19,8,1,Fortunate Son
T_POL,20,0,1,0,0,2,0,0,0,5,0,0,22,8,1,Fortunate Son
ARCHER,4,0,8,0,22,8,0,0,0,2,33,25,117,9,1,Cold Front
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Cold Front
HOSHI,8,0,0,0,0,7,0,0,0,17,0,0,20,9,1,Cold Front
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Cold Front
PHLOX,22,0,0,0,0,0,0,0,0,0,3,0,21,9,1,Cold Front
REED,8,0,7,0,0,2,0,0,0,4,0,1,13,9,1,Cold Front
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Cold Front
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Cold Front
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,Cold Front
TRAVIS,2,0,17,0,0,4,0,0,0,0,0,5,18,9,1,Cold Front
TUCKER,33,0,0,0,3,0,0,0,0,0,6,12,54,9,1,Cold Front
T_POL,25,0,0,0,0,1,0,0,0,5,12,2,31,9,1,Cold Front
ARCHER,20,0,23,0,7,23,0,0,0,12,66,45,122,10,1,Silent Enemy
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Silent Enemy
HOSHI,23,0,2,0,34,23,0,0,0,2,0,7,49,10,1,Silent Enemy
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Silent Enemy
PHLOX,7,0,34,0,2,0,0,0,0,0,0,0,22,10,1,Silent Enemy
REED,23,0,23,0,0,0,0,0,0,2,33,4,60,10,1,Silent Enemy
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Silent Enemy
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Silent Enemy
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,Silent Enemy
TRAVIS,12,0,2,0,0,2,0,0,0,0,2,5,12,10,1,Silent Enemy
TUCKER,66,0,0,0,0,33,0,0,0,2,0,1,64,10,1,Silent Enemy
T_POL,45,0,7,0,0,4,0,0,0,5,1,2,36,10,1,Silent Enemy
ARCHER,2,0,2,0,57,1,0,0,0,1,0,21,63,11,1,Dear Doctor
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Dear Doctor
HOSHI,2,0,2,0,37,1,0,0,0,0,0,2,38,11,1,Dear Doctor
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Dear Doctor
PHLOX,57,0,37,0,18,2,0,0,0,0,3,12,113,11,1,Dear Doctor
REED,1,0,1,0,2,0,0,0,0,1,0,0,3,11,1,Dear Doctor
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Dear Doctor
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Dear Doctor
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,Dear Doctor
TRAVIS,1,0,0,0,0,1,0,0,0,0,0,0,1,11,1,Dear Doctor
TUCKER,0,0,0,0,3,0,0,0,0,0,0,0,2,11,1,Dear Doctor
T_POL,21,0,2,0,12,0,0,0,0,0,0,0,21,11,1,Dear Doctor
ARCHER,4,0,14,0,5,2,0,0,0,24,26,16,75,12,1,Sleeping Dogs
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Sleeping Dogs
HOSHI,14,0,12,0,1,49,0,0,0,0,0,59,73,12,1,Sleeping Dogs
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Sleeping Dogs
PHLOX,5,0,1,0,2,11,0,0,0,0,2,4,17,12,1,Sleeping Dogs
REED,2,0,49,0,11,6,0,0,0,0,0,30,57,12,1,Sleeping Dogs
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Sleeping Dogs
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Sleeping Dogs
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,Sleeping Dogs
TRAVIS,24,0,0,0,0,0,0,0,0,0,8,1,19,12,1,Sleeping Dogs
TUCKER,26,0,0,0,2,0,0,0,0,8,2,0,22,12,1,Sleeping Dogs
T_POL,16,0,59,0,4,30,0,0,0,1,0,4,65,12,1,Sleeping Dogs
ARCHER,28,0,2,0,2,2,5,0,0,0,32,68,86,13,1,Shadows of P_Jem
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Shadows of P_Jem
HOSHI,2,0,0,0,0,3,0,0,0,4,12,0,12,13,1,Shadows of P_Jem
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Shadows of P_Jem
PHLOX,2,0,0,0,0,0,0,0,0,0,0,9,9,13,1,Shadows of P_Jem
REED,2,0,3,0,0,0,5,0,0,2,13,0,15,13,1,Shadows of P_Jem
SHRAN,5,0,0,0,0,5,2,0,0,0,12,0,17,13,1,Shadows of P_Jem
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Shadows of P_Jem
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,Shadows of P_Jem
TRAVIS,0,0,4,0,0,2,0,0,0,0,0,0,3,13,1,Shadows of P_Jem
TUCKER,32,0,12,0,0,13,12,0,0,0,14,1,58,13,1,Shadows of P_Jem
T_POL,68,0,0,0,9,0,0,0,0,0,1,2,43,13,1,Shadows of P_Jem
ARCHER,2,0,12,0,1,9,0,0,0,3,0,16,24,14,1,Shuttlepod One
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Shuttlepod One
HOSHI,12,0,0,0,0,2,0,0,0,0,2,0,8,14,1,Shuttlepod One
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Shuttlepod One
PHLOX,1,0,0,0,0,5,0,0,0,0,0,0,3,14,1,Shuttlepod One
REED,9,0,2,0,5,18,0,0,0,0,251,22,157,14,1,Shuttlepod One
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Shuttlepod One
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Shuttlepod One
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,Shuttlepod One
TRAVIS,3,0,0,0,0,0,0,0,0,0,0,0,2,14,1,Shuttlepod One
TUCKER,0,0,2,0,0,251,0,0,0,0,14,0,135,14,1,Shuttlepod One
T_POL,16,0,0,0,0,22,0,0,0,0,0,2,20,14,1,Shuttlepod One
ARCHER,2,0,6,0,0,1,0,0,0,4,12,29,64,15,1,Fusion
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Fusion
HOSHI,6,0,0,0,0,0,0,0,0,0,0,1,4,15,1,Fusion
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Fusion
PHLOX,0,0,0,0,0,0,0,0,0,0,0,11,6,15,1,Fusion
REED,1,0,0,0,0,0,0,0,0,0,1,0,5,15,1,Fusion
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Fusion
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Fusion
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,Fusion
TRAVIS,4,0,0,0,0,0,0,0,0,0,0,0,2,15,1,Fusion
TUCKER,12,0,0,0,0,1,0,0,0,0,0,0,33,15,1,Fusion
T_POL,29,0,1,0,11,0,0,0,0,0,0,0,82,15,1,Fusion
ARCHER,14,0,3,0,9,18,0,0,0,2,36,30,115,16,1,Rogue Planet
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Rogue Planet
HOSHI,3,0,0,0,0,3,0,0,0,0,2,1,7,16,1,Rogue Planet
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Rogue Planet
PHLOX,9,0,0,0,0,0,0,0,0,0,8,0,9,16,1,Rogue Planet
REED,18,0,3,0,0,0,0,0,0,0,3,10,29,16,1,Rogue Planet
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Rogue Planet
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Rogue Planet
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,Rogue Planet
TRAVIS,2,0,0,0,0,0,0,0,0,0,0,0,1,16,1,Rogue Planet
TUCKER,36,0,2,0,8,3,0,0,0,0,0,3,33,16,1,Rogue Planet
T_POL,30,0,1,0,0,10,0,0,0,0,3,0,30,16,1,Rogue Planet
ARCHER,8,0,0,0,0,0,0,0,0,0,22,6,75,17,1,Aquisition
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
HOSHI,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
REED,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
TRAVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,Aquisition
TUCKER,22,0,0,0,0,0,0,0,0,0,0,8,35,17,1,Aquisition
T_POL,6,0,0,0,0,0,0,0,0,0,8,0,15,17,1,Aquisition
ARCHER,0,0,1,0,2,22,0,0,0,15,23,5,59,18,1,Oasis
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Oasis
HOSHI,1,0,0,0,0,0,0,0,0,2,1,0,2,18,1,Oasis
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Oasis
PHLOX,2,0,0,0,0,0,0,0,0,0,1,0,2,18,1,Oasis
REED,22,0,0,0,0,2,0,0,0,1,7,1,18,18,1,Oasis
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Oasis
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Oasis
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,Oasis
TRAVIS,15,0,2,0,0,1,0,0,0,0,2,1,14,18,1,Oasis
TUCKER,23,0,1,0,1,7,0,0,0,2,14,44,112,18,1,Oasis
T_POL,5,0,0,0,0,1,0,0,0,1,44,2,37,18,1,Oasis
ARCHER,2,0,2,0,0,2,0,0,0,4,1,15,87,19,1,Detained
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Detained
HOSHI,2,0,0,0,1,2,0,0,0,0,2,9,9,19,1,Detained
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Detained
PHLOX,0,0,1,0,0,0,0,0,0,0,0,3,3,19,1,Detained
REED,2,0,2,0,0,4,0,0,0,10,2,10,21,19,1,Detained
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Detained
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Detained
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Detained
TRAVIS,4,0,0,0,0,10,0,0,0,0,0,1,29,19,1,Detained
TUCKER,1,0,2,0,0,2,0,0,0,0,0,16,15,19,1,Detained
T_POL,15,0,9,0,3,10,0,0,0,1,16,4,38,19,1,Detained
ARCHER,0,0,4,0,0,3,0,0,0,0,40,1,38,20,1,Vox Sola
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Vox Sola
HOSHI,4,0,4,0,2,8,0,0,0,11,6,50,46,20,1,Vox Sola
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Vox Sola
PHLOX,0,0,2,0,2,37,0,0,0,0,0,15,36,20,1,Vox Sola
REED,3,0,8,0,37,6,0,0,0,13,5,22,57,20,1,Vox Sola
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Vox Sola
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Vox Sola
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,Vox Sola
TRAVIS,0,0,11,0,0,13,0,0,0,0,0,6,17,20,1,Vox Sola
TUCKER,40,0,6,0,0,5,0,0,0,0,4,4,37,20,1,Vox Sola
T_POL,1,0,50,0,15,22,0,0,0,6,4,0,56,20,1,Vox Sola
ARCHER,20,0,18,0,0,25,0,0,0,15,14,71,126,21,1,Fallen Hero
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Fallen Hero
HOSHI,18,0,0,0,0,7,0,0,0,5,0,10,24,21,1,Fallen Hero
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Fallen Hero
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,3,21,1,Fallen Hero
REED,25,0,7,0,0,0,0,0,0,11,7,11,33,21,1,Fallen Hero
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Fallen Hero
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Fallen Hero
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,Fallen Hero
TRAVIS,15,0,5,0,0,11,0,0,0,0,0,4,21,21,1,Fallen Hero
TUCKER,14,0,0,0,0,7,0,0,0,0,0,2,21,21,1,Fallen Hero
T_POL,71,0,10,0,0,11,0,0,0,4,2,4,78,21,1,Fallen Hero
ARCHER,12,0,1,0,0,0,0,0,0,0,111,15,109,22,1,Desert Crossing
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
HOSHI,1,0,0,0,0,1,0,0,0,1,0,9,7,22,1,Desert Crossing
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
REED,0,0,1,0,0,0,0,0,0,1,0,7,15,22,1,Desert Crossing
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,Desert Crossing
TRAVIS,0,0,1,0,0,1,0,0,0,0,0,0,1,22,1,Desert Crossing
TUCKER,111,0,0,0,0,0,0,0,0,0,8,0,77,22,1,Desert Crossing
T_POL,15,0,9,0,0,7,0,0,0,0,0,2,33,22,1,Desert Crossing
ARCHER,6,0,2,0,0,3,0,0,0,3,3,12,76,23,1,Two Days And Two Nights
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,Two Days And Two Nights
HOSHI,2,0,0,0,0,2,0,0,0,2,4,0,40,23,1,Two Days And Two Nights
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,Two Days And Two Nights
PHLOX,0,0,0,0,6,0,0,0,0,3,0,25,26,23,1,Two Days And Two Nights
REED,3,0,2,0,0,2,0,0,0,0,44,0,33,23,1,Two Days And Two Nights
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,Two Days And Two Nights
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,Two Days And Two Nights
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,Two Days And Two Nights
TRAVIS,3,0,2,0,3,0,0,0,0,0,1,12,18,23,1,Two Days And Two Nights
TUCKER,3,0,4,0,0,44,0,0,0,1,2,1,40,23,1,Two Days And Two Nights
T_POL,12,0,0,0,25,0,0,0,0,12,1,0,33,23,1,Two Days And Two Nights
ARCHER,20,0,19,0,1,33,0,0,0,4,39,49,116,24,1,Shockwave (part 1)
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,Shockwave (part 1)
HOSHI,19,0,0,0,0,1,0,0,0,9,0,3,19,24,1,Shockwave (part 1)
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,Shockwave (part 1)
PHLOX,1,0,0,0,0,0,0,0,0,0,11,4,9,24,1,Shockwave (part 1)
REED,33,0,1,0,0,0,0,0,0,3,4,8,34,24,1,Shockwave (part 1)
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,Shockwave (part 1)
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,Shockwave (part 1)
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,Shockwave (part 1)
TRAVIS,4,0,9,0,0,3,0,0,0,2,2,0,11,24,1,Shockwave (part 1)
TUCKER,39,0,0,0,11,4,0,0,0,2,0,3,32,24,1,Shockwave (part 1)
T_POL,49,0,3,0,4,8,0,0,0,0,3,0,36,24,1,Shockwave (part 1)
ARCHER,8,0,0,0,0,0,0,0,0,0,1,31,57,25,2,Shockwave (part 2)
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,Shockwave (part 2)
HOSHI,0,0,0,0,5,0,0,0,0,6,6,5,13,25,2,Shockwave (part 2)
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,Shockwave (part 2)
PHLOX,0,0,5,0,0,0,0,0,0,0,0,0,3,25,2,Shockwave (part 2)
REED,0,0,0,0,0,0,0,0,0,1,16,3,22,25,2,Shockwave (part 2)
SHRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,Shockwave (part 2)
SOONG,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,Shockwave (part 2)
SOVAL,0,0,0,0,0,0,0,0,0,0,0,0,9,25,2,Shockwave (part 2)
TRAVIS,0,0,6,0,0,1,0,0,0,0,1,8,11,25,2,Shockwave (part 2)
TUCKER,1,0,6,0,0,16,0,0,0,1,0,5,25,25,2,Shockwave (part 2)
T_POL,31,0,5,0,0,3,0,0,0,8,5,2,47,25,2,Shockwave (part 2)
ARCHER,0,0,0,0,0,0,0,0,0,0,4,12,9,26,2,Carbon Creek
DEGRA,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
HOSHI,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
MALIK,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
PHLOX,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
REED,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,Carbon Creek
