,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
ALEXANDER,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,19,19,114,5,Ethics
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
CRUSHER,1,0,0,0,2,0,0,0,0,0,18,0,0,1,0,0,3,0,0,11,80,114,5,Ethics
DATA,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,114,5,Ethics
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
LAFORGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
PICARD,0,0,0,18,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,23,114,5,Ethics
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
RIKER,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,26,24,114,5,Ethics
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
TROI,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,17,114,5,Ethics
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,5,Ethics
WORF,19,0,0,11,0,0,0,0,0,0,0,0,0,26,0,0,14,0,0,0,37,114,5,Ethics
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
CRUSHER,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,15,115,5,The Outcast
DATA,0,0,0,0,2,0,0,0,0,0,9,0,0,3,0,0,1,0,0,2,11,115,5,The Outcast
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
LAFORGE,0,0,0,0,0,0,0,2,0,0,2,0,0,9,0,0,0,0,0,0,9,115,5,The Outcast
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
PICARD,0,0,0,0,9,0,0,2,0,0,0,0,0,19,0,0,0,0,0,1,19,115,5,The Outcast
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
RIKER,0,0,0,1,3,0,0,9,0,0,19,0,0,8,0,0,12,0,0,9,139,115,5,The Outcast
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
TROI,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,13,115,5,The Outcast
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,The Outcast
WORF,0,0,0,7,2,0,0,0,0,0,1,0,0,9,0,0,9,0,0,0,15,115,5,The Outcast
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
CRUSHER,0,0,0,0,21,0,0,67,0,0,19,0,0,18,0,0,3,0,0,9,83,116,5,Cause and Effect
DATA,0,0,0,21,0,0,0,29,0,0,21,0,0,25,8,0,9,0,0,18,67,116,5,Cause and Effect
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
LAFORGE,0,0,0,67,29,0,0,0,0,0,22,0,0,13,4,0,5,0,0,4,76,116,5,Cause and Effect
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
PICARD,0,0,0,19,21,0,0,22,0,0,2,0,0,11,10,0,1,0,0,21,62,116,5,Cause and Effect
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
RIKER,0,0,0,18,25,0,0,13,0,0,11,0,0,2,3,0,0,0,0,25,51,116,5,Cause and Effect
RO,0,0,0,0,8,0,0,4,0,0,10,0,0,3,0,0,0,0,0,7,16,116,5,Cause and Effect
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
TROI,0,0,0,3,9,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,9,116,5,Cause and Effect
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,Cause and Effect
WORF,0,0,0,9,18,0,0,4,0,0,21,0,0,25,7,0,0,0,0,0,42,116,5,Cause and Effect
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
CRUSHER,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,15,117,5,The First Duty
DATA,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,5,117,5,The First Duty
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
LAFORGE,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,117,5,The First Duty
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
PICARD,0,0,0,13,2,0,0,9,0,0,0,0,0,3,0,0,1,0,30,5,59,117,5,The First Duty
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
RIKER,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,117,5,The First Duty
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
TROI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,117,5,The First Duty
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,5,The First Duty
WESLEY,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,56,117,5,The First Duty
WORF,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,4,117,5,The First Duty
ALEXANDER,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,7,0,0,23,43,118,5,Cost of Living
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
COMPUTER,0,0,0,0,10,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,9,118,5,Cost of Living
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
DATA,0,0,10,0,0,0,0,13,0,0,22,0,0,5,0,0,0,0,0,0,27,118,5,Cost of Living
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
LAFORGE,0,0,1,0,13,0,0,2,0,0,16,0,0,3,0,0,0,0,0,1,26,118,5,Cost of Living
LWAXANA,43,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,38,0,0,8,75,118,5,Cost of Living
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
PICARD,0,0,1,0,22,0,0,16,1,0,0,0,0,14,0,0,0,0,0,7,37,118,5,Cost of Living
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
RIKER,0,0,0,0,5,0,0,3,0,0,14,0,0,0,0,0,2,0,0,2,15,118,5,Cost of Living
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
TROI,7,0,2,0,0,0,0,0,38,0,0,0,0,2,0,0,0,0,0,12,35,118,5,Cost of Living
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,5,Cost of Living
WORF,23,0,1,0,0,0,0,1,8,0,7,0,0,2,0,0,12,0,0,4,33,118,5,Cost of Living
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
COMPUTER,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,119,5,The Perfect Mate
CRUSHER,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,19,119,5,The Perfect Mate
DATA,0,0,0,0,4,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,13,119,5,The Perfect Mate
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
LAFORGE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,119,5,The Perfect Mate
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
PICARD,0,0,0,33,6,0,0,1,0,0,2,0,0,8,0,0,0,0,0,4,119,119,5,The Perfect Mate
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
RIKER,0,0,0,0,1,0,0,0,0,0,8,0,0,2,0,0,0,0,0,4,27,119,5,The Perfect Mate
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,5,The Perfect Mate
WORF,0,0,0,0,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,119,5,The Perfect Mate
ALEXANDER,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,120,5,Imaginary Friend
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
CRUSHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,120,5,Imaginary Friend
DATA,0,0,0,0,0,6,0,12,0,0,16,0,0,6,0,0,0,0,0,5,26,120,5,Imaginary Friend
GUINAN,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,120,5,Imaginary Friend
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
LAFORGE,0,0,0,0,12,0,0,0,0,0,14,0,0,14,0,0,0,0,0,2,36,120,5,Imaginary Friend
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
PICARD,0,0,0,0,16,0,0,14,0,0,0,0,0,10,0,0,0,0,0,14,48,120,5,Imaginary Friend
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
RIKER,0,0,0,0,6,0,0,14,0,0,10,0,0,0,0,0,0,0,0,1,18,120,5,Imaginary Friend
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
TROI,4,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,42,120,5,Imaginary Friend
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5,Imaginary Friend
WORF,0,0,0,0,5,0,0,2,0,0,14,0,0,1,0,0,0,0,0,0,17,120,5,Imaginary Friend
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
CRUSHER,0,0,0,0,2,0,0,16,0,0,24,0,0,14,0,0,1,0,0,2,47,121,5,"I, Borg"
DATA,0,0,0,2,0,0,0,4,0,0,11,0,0,7,0,0,1,0,0,0,14,121,5,"I, Borg"
GUINAN,0,0,0,0,0,2,0,14,0,0,29,0,0,0,0,0,0,0,0,0,30,121,5,"I, Borg"
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
LAFORGE,0,0,0,16,4,14,0,6,0,0,30,0,0,1,0,0,0,0,0,5,80,121,5,"I, Borg"
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
PICARD,0,0,0,24,11,29,0,30,0,0,4,0,0,11,0,0,9,0,0,5,90,121,5,"I, Borg"
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
RIKER,0,0,0,14,7,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0,19,121,5,"I, Borg"
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
TROI,0,0,0,1,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,6,121,5,"I, Borg"
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5,"I, Borg"
WORF,0,0,0,2,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,10,121,5,"I, Borg"
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
CRUSHER,0,0,0,0,2,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,122,5,The Next Phase
DATA,0,0,0,2,0,0,0,29,0,0,17,0,0,1,5,0,0,0,0,12,51,122,5,The Next Phase
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
LAFORGE,0,0,0,0,29,0,0,10,0,0,9,0,0,2,66,0,0,0,0,0,70,122,5,The Next Phase
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
PICARD,0,0,0,4,17,0,0,9,0,0,0,0,0,20,6,0,0,0,0,1,39,122,5,The Next Phase
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
RIKER,0,0,0,0,1,0,0,2,0,0,20,0,0,4,9,0,0,0,0,7,38,122,5,The Next Phase
RO,0,0,0,3,5,0,0,66,0,0,6,0,0,9,6,0,0,0,0,2,58,122,5,The Next Phase
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,The Next Phase
WORF,0,0,0,0,12,0,0,0,0,0,1,0,0,7,2,0,0,0,0,2,15,122,5,The Next Phase
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
CRUSHER,0,0,0,0,5,0,0,1,0,0,4,0,0,10,0,0,0,0,0,2,17,123,5,The Inner Light
DATA,0,0,0,5,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,3,11,123,5,The Inner Light
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
LAFORGE,0,0,0,1,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,7,123,5,The Inner Light
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
PICARD,0,0,0,4,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,115,123,5,The Inner Light
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
RIKER,0,0,0,10,8,0,0,10,0,0,6,0,0,0,0,0,0,0,0,4,23,123,5,The Inner Light
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,5,The Inner Light
WORF,0,0,0,2,3,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,6,123,5,The Inner Light
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
CRUSHER,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,3,124,5,Time's Arrow (part 1)
DATA,0,0,0,0,6,13,0,34,0,0,28,0,0,20,0,0,3,0,0,1,122,124,5,Time's Arrow (part 1)
GUINAN,0,0,0,0,13,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,24,124,5,Time's Arrow (part 1)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
LAFORGE,0,0,0,2,34,5,0,0,0,0,15,0,0,11,0,0,0,0,0,2,38,124,5,Time's Arrow (part 1)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
PICARD,0,0,0,1,28,15,0,15,0,0,0,0,0,13,0,0,1,0,0,7,45,124,5,Time's Arrow (part 1)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
RIKER,0,0,0,1,20,0,0,11,0,0,13,0,0,0,0,0,26,0,0,0,39,124,5,Time's Arrow (part 1)
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
TROI,0,0,0,1,3,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,17,124,5,Time's Arrow (part 1)
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,5,Time's Arrow (part 1)
WORF,0,0,0,1,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,7,124,5,Time's Arrow (part 1)
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
COMPUTER,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,125,6,Time's Arrow (part 2)
CRUSHER,0,0,0,2,4,0,0,6,0,0,0,0,0,16,0,0,3,0,0,0,18,125,6,Time's Arrow (part 2)
DATA,0,0,0,4,0,13,0,7,0,0,1,0,0,9,0,0,1,0,0,1,27,125,6,Time's Arrow (part 2)
GUINAN,0,0,0,0,13,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,24,125,6,Time's Arrow (part 2)
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
LAFORGE,0,0,6,6,7,0,0,6,0,0,2,0,0,16,0,0,2,0,0,0,28,125,6,Time's Arrow (part 2)
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
PICARD,0,0,0,0,1,21,0,2,0,0,0,0,0,6,0,0,2,0,0,1,40,125,6,Time's Arrow (part 2)
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,Time's Arrow (part 2)
